season,date,team,points,division,conference
2012-13,2013-03-10,Columbus Blue Jackets,2,Central,Western
2012-13,2013-03-12,Columbus Blue Jackets,1,Central,Western
2012-13,2013-03-14,Columbus Blue Jackets,1,Central,Western
2012-13,2013-03-16,Columbus Blue Jackets,2,Central,Western
2012-13,2013-03-19,Columbus Blue Jackets,2,Central,Western
2012-13,2013-03-22,Columbus Blue Jackets,2,Central,Western
2012-13,2013-03-24,Columbus Blue Jackets,0,Central,Western
2012-13,2013-03-27,Columbus Blue Jackets,1,Central,Western
2012-13,2013-03-29,Columbus Blue Jackets,0,Central,Western
2012-13,2013-03-30,Columbus Blue Jackets,2,Central,Western
2012-13,2013-03-31,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-05,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-06,Columbus Blue Jackets,0,Central,Western
2012-13,2013-04-07,Columbus Blue Jackets,0,Central,Western
2012-13,2013-04-09,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-12,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-14,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-16,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-18,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-19,Columbus Blue Jackets,0,Central,Western
2012-13,2013-04-22,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-26,Columbus Blue Jackets,2,Central,Western
2012-13,2013-04-27,Columbus Blue Jackets,2,Central,Western
2012-13,2013-01-20,Dallas Stars,2,Pacific,Western
2012-13,2013-01-21,Dallas Stars,0,Pacific,Western
2012-13,2013-01-23,Dallas Stars,2,Pacific,Western
2012-13,2013-01-25,Dallas Stars,1,Pacific,Western
2012-13,2013-01-27,Dallas Stars,0,Pacific,Western
2012-13,2013-01-29,Dallas Stars,0,Pacific,Western
2012-13,2013-01-30,Dallas Stars,0,Pacific,Western
2012-13,2013-02-02,Dallas Stars,2,Pacific,Western
2012-13,2013-02-03,Dallas Stars,0,Pacific,Western
2012-13,2013-02-05,Dallas Stars,2,Pacific,Western
2012-13,2013-02-07,Dallas Stars,2,Pacific,Western
2012-13,2013-02-09,Dallas Stars,2,Pacific,Western
2012-13,2013-02-13,Dallas Stars,2,Pacific,Western
2012-13,2013-02-14,Dallas Stars,0,Pacific,Western
2012-13,2013-02-16,Dallas Stars,2,Pacific,Western
2012-13,2013-02-17,Dallas Stars,0,Pacific,Western
2012-13,2013-02-22,Dallas Stars,0,Pacific,Western
2012-13,2013-02-24,Dallas Stars,2,Pacific,Western
2012-13,2013-02-26,Dallas Stars,1,Pacific,Western
2012-13,2013-02-27,Dallas Stars,2,Pacific,Western
2012-13,2013-03-01,Dallas Stars,0,Pacific,Western
2012-13,2013-03-03,Dallas Stars,2,Pacific,Western
2012-13,2013-03-08,Dallas Stars,2,Pacific,Western
2012-13,2013-03-10,Dallas Stars,0,Pacific,Western
2012-13,2013-03-13,Dallas Stars,0,Pacific,Western
2012-13,2013-03-15,Dallas Stars,1,Pacific,Western
2012-13,2013-03-17,Dallas Stars,0,Pacific,Western
2012-13,2013-03-19,Dallas Stars,2,Pacific,Western
2012-13,2013-03-21,Dallas Stars,0,Pacific,Western
2012-13,2013-03-22,Dallas Stars,2,Pacific,Western
2012-13,2013-03-24,Dallas Stars,2,Pacific,Western
2012-13,2013-03-26,Dallas Stars,0,Pacific,Western
2012-13,2013-03-30,Dallas Stars,2,Pacific,Western
2012-13,2013-03-31,Dallas Stars,0,Pacific,Western
2012-13,2013-04-02,Dallas Stars,0,Pacific,Western
2012-13,2013-04-04,Dallas Stars,0,Pacific,Western
2012-13,2013-04-06,Dallas Stars,2,Pacific,Western
2012-13,2013-04-07,Dallas Stars,2,Pacific,Western
2012-13,2013-04-10,Dallas Stars,2,Pacific,Western
2012-13,2013-04-13,Dallas Stars,2,Pacific,Western
2012-13,2013-04-14,Dallas Stars,2,Pacific,Western
2012-13,2013-04-16,Dallas Stars,0,Pacific,Western
2012-13,2013-04-19,Dallas Stars,2,Pacific,Western
2012-13,2013-04-20,Dallas Stars,0,Pacific,Western
2012-13,2013-04-22,Dallas Stars,1,Pacific,Western
2012-13,2013-04-24,Dallas Stars,0,Pacific,Western
2012-13,2013-04-26,Dallas Stars,0,Pacific,Western
2012-13,2013-04-27,Dallas Stars,0,Pacific,Western
2012-13,2013-01-20,Detroit Red Wings,0,Central,Western
2012-13,2013-01-22,Detroit Red Wings,2,Central,Western
2012-13,2013-01-23,Detroit Red Wings,0,Central,Western
2012-13,2013-01-26,Detroit Red Wings,2,Central,Western
2012-13,2013-01-28,Detroit Red Wings,1,Central,Western
2012-13,2013-01-30,Detroit Red Wings,2,Central,Western
2012-13,2013-02-02,Detroit Red Wings,2,Central,Western
2012-13,2013-02-03,Detroit Red Wings,0,Central,Western
2012-13,2013-02-06,Detroit Red Wings,0,Central,Western
2012-13,2013-02-08,Detroit Red Wings,2,Central,Western
2012-13,2013-02-09,Detroit Red Wings,2,Central,Western
2012-13,2013-02-10,Detroit Red Wings,2,Central,Western
2012-13,2013-02-14,Detroit Red Wings,1,Central,Western
2012-13,2013-02-16,Detroit Red Wings,0,Central,Western
2012-13,2013-02-17,Detroit Red Wings,0,Central,Western
2012-13,2013-02-20,Detroit Red Wings,1,Central,Western
2012-13,2013-02-22,Detroit Red Wings,0,Central,Western
2012-13,2013-02-24,Detroit Red Wings,2,Central,Western
2012-13,2013-02-24,Detroit Red Wings,2,Central,Western
2012-13,2013-02-28,Detroit Red Wings,0,Central,Western
2012-13,2013-03-01,Detroit Red Wings,2,Central,Western
2012-13,2013-03-03,Detroit Red Wings,1,Central,Western
2012-13,2013-03-06,Detroit Red Wings,2,Central,Western
2012-13,2013-03-08,Detroit Red Wings,2,Central,Western
2012-13,2013-03-09,Detroit Red Wings,0,Central,Western
2012-13,2013-03-10,Detroit Red Wings,1,Central,Western
2012-13,2013-03-14,Detroit Red Wings,0,Central,Western
2012-13,2013-03-16,Detroit Red Wings,2,Central,Western
2012-13,2013-03-17,Detroit Red Wings,2,Central,Western
2012-13,2013-03-20,Detroit Red Wings,0,Central,Western
2012-13,2013-03-23,Detroit Red Wings,2,Central,Western
2012-13,2013-03-25,Detroit Red Wings,2,Central,Western
2012-13,2013-03-26,Detroit Red Wings,2,Central,Western
2012-13,2013-03-29,Detroit Red Wings,0,Central,Western
2012-13,2013-03-31,Detroit Red Wings,0,Central,Western
2012-13,2013-04-01,Detroit Red Wings,2,Central,Western
2012-13,2013-04-05,Detroit Red Wings,0,Central,Western
2012-13,2013-04-06,Detroit Red Wings,2,Central,Western
2012-13,2013-04-07,Detroit Red Wings,0,Central,Western
2012-13,2013-04-11,Detroit Red Wings,1,Central,Western
2012-13,2013-04-13,Detroit Red Wings,1,Central,Western
2012-13,2013-04-14,Detroit Red Wings,2,Central,Western
2012-13,2013-04-18,Detroit Red Wings,0,Central,Western
2012-13,2013-04-21,Detroit Red Wings,1,Central,Western
2012-13,2013-04-22,Detroit Red Wings,2,Central,Western
2012-13,2013-04-24,Detroit Red Wings,2,Central,Western
2012-13,2013-04-25,Detroit Red Wings,2,Central,Western
2012-13,2013-04-27,Detroit Red Wings,2,Central,Western
2012-13,2013-01-21,Edmonton Oilers,2,Northwest,Western
2012-13,2013-01-23,Edmonton Oilers,0,Northwest,Western
2012-13,2013-01-25,Edmonton Oilers,2,Northwest,Western
2012-13,2013-01-27,Edmonton Oilers,0,Northwest,Western
2012-13,2013-01-29,Edmonton Oilers,2,Northwest,Western
2012-13,2013-01-31,Edmonton Oilers,2,Northwest,Western
2012-13,2013-02-01,Edmonton Oilers,1,Northwest,Western
2012-13,2013-02-02,Edmonton Oilers,0,Northwest,Western
2012-13,2013-02-05,Edmonton Oilers,1,Northwest,Western
2012-13,2013-02-07,Edmonton Oilers,1,Northwest,Western
2012-13,2013-02-09,Edmonton Oilers,0,Northwest,Western
2012-13,2013-02-10,Edmonton Oilers,2,Northwest,Western
2012-13,2013-02-13,Edmonton Oilers,0,Northwest,Western
2012-13,2013-02-17,Edmonton Oilers,2,Northwest,Western
2012-13,2013-02-20,Edmonton Oilers,0,Northwest,Western
2012-13,2013-02-22,Edmonton Oilers,0,Northwest,Western
2012-13,2013-02-23,Edmonton Oilers,2,Northwest,Western
2012-13,2013-02-26,Edmonton Oilers,1,Northwest,Western
2012-13,2013-03-01,Edmonton Oilers,2,Northwest,Western
2012-13,2013-03-02,Edmonton Oilers,0,Northwest,Western
2012-13,2013-03-04,Edmonton Oilers,0,Northwest,Western
2012-13,2013-03-06,Edmonton Oilers,1,Northwest,Western
2012-13,2013-03-08,Edmonton Oilers,0,Northwest,Western
2012-13,2013-03-09,Edmonton Oilers,0,Northwest,Western
2012-13,2013-03-10,Edmonton Oilers,2,Northwest,Western
2012-13,2013-03-13,Edmonton Oilers,2,Northwest,Western
2012-13,2013-03-16,Edmonton Oilers,1,Northwest,Western
2012-13,2013-03-18,Edmonton Oilers,2,Northwest,Western
2012-13,2013-03-21,Edmonton Oilers,1,Northwest,Western
2012-13,2013-03-24,Edmonton Oilers,0,Northwest,Western
2012-13,2013-03-26,Edmonton Oilers,0,Northwest,Western
2012-13,2013-03-27,Edmonton Oilers,2,Northwest,Western
2012-13,2013-03-29,Edmonton Oilers,2,Northwest,Western
2012-13,2013-03-31,Edmonton Oilers,2,Northwest,Western
2012-13,2013-04-02,Edmonton Oilers,2,Northwest,Western
2012-13,2013-04-04,Edmonton Oilers,2,Northwest,Western
2012-13,2013-04-05,Edmonton Oilers,0,Northwest,Western
2012-13,2013-04-06,Edmonton Oilers,0,Northwest,Western
2012-13,2013-04-09,Edmonton Oilers,0,Northwest,Western
2012-13,2013-04-11,Edmonton Oilers,0,Northwest,Western
2012-13,2013-04-14,Edmonton Oilers,0,Northwest,Western
2012-13,2013-04-17,Edmonton Oilers,0,Northwest,Western
2012-13,2013-04-20,Edmonton Oilers,2,Northwest,Western
2012-13,2013-04-22,Edmonton Oilers,0,Northwest,Western
2012-13,2013-04-23,Edmonton Oilers,0,Northwest,Western
2012-13,2013-04-25,Edmonton Oilers,0,Northwest,Western
2012-13,2013-04-27,Edmonton Oilers,2,Northwest,Western
2012-13,2013-04-28,Edmonton Oilers,2,Northwest,Western
2012-13,2013-01-20,Florida Panthers,2,Southeast,Eastern
2012-13,2013-01-22,Florida Panthers,0,Southeast,Eastern
2012-13,2013-01-23,Florida Panthers,0,Southeast,Eastern
2012-13,2013-01-25,Florida Panthers,0,Southeast,Eastern
2012-13,2013-01-27,Florida Panthers,0,Southeast,Eastern
2012-13,2013-01-30,Florida Panthers,0,Southeast,Eastern
2012-13,2013-02-01,Florida Panthers,2,Southeast,Eastern
2012-13,2013-02-03,Florida Panthers,2,Southeast,Eastern
2012-13,2013-02-06,Florida Panthers,1,Southeast,Eastern
2012-13,2013-02-08,Florida Panthers,2,Southeast,Eastern
2012-13,2013-02-10,Florida Panthers,0,Southeast,Eastern
2012-13,2013-02-13,Florida Panthers,1,Southeast,Eastern
2012-13,2013-02-15,Florida Panthers,1,Southeast,Eastern
2012-13,2013-02-16,Florida Panthers,1,Southeast,Eastern
2012-13,2013-02-19,Florida Panthers,0,Southeast,Eastern
2012-13,2013-02-22,Florida Panthers,2,Southeast,Eastern
2012-13,2013-02-23,Florida Panthers,0,Southeast,Eastern
2012-13,2013-02-24,Florida Panthers,0,Southeast,Eastern
2012-13,2013-02-27,Florida Panthers,2,Southeast,Eastern
2012-13,2013-03-01,Florida Panthers,1,Southeast,Eastern
2012-13,2013-03-03,Florida Panthers,0,Southeast,Eastern
2012-13,2013-03-03,Florida Panthers,0,Southeast,Eastern
2012-13,2013-03-06,Florida Panthers,2,Southeast,Eastern
2012-13,2013-03-08,Florida Panthers,0,Southeast,Eastern
2012-13,2013-03-09,Florida Panthers,1,Southeast,Eastern
2012-13,2013-03-10,Florida Panthers,0,Southeast,Eastern
2012-13,2013-03-12,Florida Panthers,0,Southeast,Eastern
2012-13,2013-03-14,Florida Panthers,0,Southeast,Eastern
2012-13,2013-03-16,Florida Panthers,0,Southeast,Eastern
2012-13,2013-03-19,Florida Panthers,2,Southeast,Eastern
2012-13,2013-03-21,Florida Panthers,2,Southeast,Eastern
2012-13,2013-03-23,Florida Panthers,0,Southeast,Eastern
2012-13,2013-03-24,Florida Panthers,0,Southeast,Eastern
2012-13,2013-03-26,Florida Panthers,0,Southeast,Eastern
2012-13,2013-03-28,Florida Panthers,2,Southeast,Eastern
2012-13,2013-03-30,Florida Panthers,2,Southeast,Eastern
2012-13,2013-04-02,Florida Panthers,2,Southeast,Eastern
2012-13,2013-04-06,Florida Panthers,0,Southeast,Eastern
2012-13,2013-04-07,Florida Panthers,2,Southeast,Eastern
2012-13,2013-04-12,Florida Panthers,0,Southeast,Eastern
2012-13,2013-04-13,Florida Panthers,0,Southeast,Eastern
2012-13,2013-04-16,Florida Panthers,0,Southeast,Eastern
2012-13,2013-04-18,Florida Panthers,0,Southeast,Eastern
2012-13,2013-04-20,Florida Panthers,0,Southeast,Eastern
2012-13,2013-04-21,Florida Panthers,0,Southeast,Eastern
2012-13,2013-04-23,Florida Panthers,2,Southeast,Eastern
2012-13,2013-04-25,Florida Panthers,0,Southeast,Eastern
2012-13,2013-04-27,Florida Panthers,2,Southeast,Eastern
2012-13,2013-01-19,Los Angeles Kings,0,Pacific,Western
2012-13,2013-01-22,Los Angeles Kings,0,Pacific,Western
2012-13,2013-01-25,Los Angeles Kings,1,Pacific,Western
2012-13,2013-01-27,Los Angeles Kings,2,Pacific,Western
2012-13,2013-01-29,Los Angeles Kings,2,Pacific,Western
2012-13,2013-02-01,Los Angeles Kings,1,Pacific,Western
2012-13,2013-02-03,Los Angeles Kings,0,Pacific,Western
2012-13,2013-02-06,Los Angeles Kings,2,Pacific,Western
2012-13,2013-02-08,Los Angeles Kings,0,Pacific,Western
2012-13,2013-02-10,Los Angeles Kings,0,Pacific,Western
2012-13,2013-02-12,Los Angeles Kings,2,Pacific,Western
2012-13,2013-02-16,Los Angeles Kings,2,Pacific,Western
2012-13,2013-02-17,Los Angeles Kings,0,Pacific,Western
2012-13,2013-02-20,Los Angeles Kings,2,Pacific,Western
2012-13,2013-02-21,Los Angeles Kings,2,Pacific,Western
2012-13,2013-02-23,Los Angeles Kings,2,Pacific,Western
2012-13,2013-02-26,Los Angeles Kings,2,Pacific,Western
2012-13,2013-02-28,Los Angeles Kings,2,Pacific,Western
2012-13,2013-03-03,Los Angeles Kings,0,Pacific,Western
2012-13,2013-03-05,Los Angeles Kings,2,Pacific,Western
2012-13,2013-03-06,Los Angeles Kings,2,Pacific,Western
2012-13,2013-03-08,Los Angeles Kings,0,Pacific,Western
2012-13,2013-03-10,Los Angeles Kings,2,Pacific,Western
2012-13,2013-03-12,Los Angeles Kings,2,Pacific,Western
2012-13,2013-03-13,Los Angeles Kings,0,Pacific,Western
2012-13,2013-03-15,Los Angeles Kings,0,Pacific,Western
2012-13,2013-03-17,Los Angeles Kings,2,Pacific,Western
2012-13,2013-03-19,Los Angeles Kings,2,Pacific,Western
2012-13,2013-03-20,Los Angeles Kings,2,Pacific,Western
2012-13,2013-03-22,Los Angeles Kings,0,Pacific,Western
2012-13,2013-03-23,Los Angeles Kings,0,Pacific,Western
2012-13,2013-03-26,Los Angeles Kings,2,Pacific,Western
2012-13,2013-03-29,Los Angeles Kings,2,Pacific,Western
2012-13,2013-03-31,Los Angeles Kings,2,Pacific,Western
2012-13,2013-03-31,Los Angeles Kings,1,Pacific,Western
2012-13,2013-04-03,Los Angeles Kings,0,Pacific,Western
2012-13,2013-04-05,Los Angeles Kings,2,Pacific,Western
2012-13,2013-04-06,Los Angeles Kings,2,Pacific,Western
2012-13,2013-04-08,Los Angeles Kings,1,Pacific,Western
2012-13,2013-04-10,Los Angeles Kings,0,Pacific,Western
2012-13,2013-04-12,Los Angeles Kings,2,Pacific,Western
2012-13,2013-04-14,Los Angeles Kings,2,Pacific,Western
2012-13,2013-04-17,Los Angeles Kings,1,Pacific,Western
2012-13,2013-04-19,Los Angeles Kings,2,Pacific,Western
2012-13,2013-04-22,Los Angeles Kings,2,Pacific,Western
2012-13,2013-04-24,Los Angeles Kings,0,Pacific,Western
2012-13,2013-04-24,Los Angeles Kings,0,Pacific,Western
2012-13,2013-04-28,Los Angeles Kings,2,Pacific,Western
2012-13,2013-01-20,Minnesota Wild,2,Northwest,Western
2012-13,2013-01-21,Minnesota Wild,2,Northwest,Western
2012-13,2013-01-23,Minnesota Wild,0,Northwest,Western
2012-13,2013-01-26,Minnesota Wild,0,Northwest,Western
2012-13,2013-01-28,Minnesota Wild,1,Northwest,Western
2012-13,2013-01-30,Minnesota Wild,2,Northwest,Western
2012-13,2013-01-31,Minnesota Wild,2,Northwest,Western
2012-13,2013-02-02,Minnesota Wild,0,Northwest,Western
2012-13,2013-02-05,Minnesota Wild,0,Northwest,Western
2012-13,2013-02-08,Minnesota Wild,0,Northwest,Western
2012-13,2013-02-10,Minnesota Wild,2,Northwest,Western
2012-13,2013-02-12,Minnesota Wild,2,Northwest,Western
2012-13,2013-02-13,Minnesota Wild,0,Northwest,Western
2012-13,2013-02-15,Minnesota Wild,1,Northwest,Western
2012-13,2013-02-17,Minnesota Wild,2,Northwest,Western
2012-13,2013-02-22,Minnesota Wild,2,Northwest,Western
2012-13,2013-02-24,Minnesota Wild,0,Northwest,Western
2012-13,2013-02-27,Minnesota Wild,2,Northwest,Western
2012-13,2013-03-01,Minnesota Wild,2,Northwest,Western
2012-13,2013-03-02,Minnesota Wild,0,Northwest,Western
2012-13,2013-03-04,Minnesota Wild,2,Northwest,Western
2012-13,2013-03-06,Minnesota Wild,0,Northwest,Western
2012-13,2013-03-10,Minnesota Wild,2,Northwest,Western
2012-13,2013-03-11,Minnesota Wild,2,Northwest,Western
2012-13,2013-03-13,Minnesota Wild,0,Northwest,Western
2012-13,2013-03-15,Minnesota Wild,2,Northwest,Western
2012-13,2013-03-16,Minnesota Wild,2,Northwest,Western
2012-13,2013-03-19,Minnesota Wild,2,Northwest,Western
2012-13,2013-03-20,Minnesota Wild,2,Northwest,Western
2012-13,2013-03-23,Minnesota Wild,2,Northwest,Western
2012-13,2013-03-26,Minnesota Wild,2,Northwest,Western
2012-13,2013-03-28,Minnesota Wild,2,Northwest,Western
2012-13,2013-03-30,Minnesota Wild,0,Northwest,Western
2012-13,2013-03-31,Minnesota Wild,2,Northwest,Western
2012-13,2013-04-02,Minnesota Wild,0,Northwest,Western
2012-13,2013-04-04,Minnesota Wild,0,Northwest,Western
2012-13,2013-04-05,Minnesota Wild,0,Northwest,Western
2012-13,2013-04-07,Minnesota Wild,2,Northwest,Western
2012-13,2013-04-10,Minnesota Wild,0,Northwest,Western
2012-13,2013-04-12,Minnesota Wild,0,Northwest,Western
2012-13,2013-04-14,Minnesota Wild,1,Northwest,Western
2012-13,2013-04-16,Minnesota Wild,2,Northwest,Western
2012-13,2013-04-17,Minnesota Wild,2,Northwest,Western
2012-13,2013-04-19,Minnesota Wild,0,Northwest,Western
2012-13,2013-04-21,Minnesota Wild,0,Northwest,Western
2012-13,2013-04-24,Minnesota Wild,2,Northwest,Western
2012-13,2013-04-27,Minnesota Wild,0,Northwest,Western
2012-13,2013-04-27,Minnesota Wild,2,Northwest,Western
2012-13,2013-01-20,Montréal Canadiens,0,Northeast,Eastern
2012-13,2013-01-23,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-01-25,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-01-27,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-01-30,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-01-31,Montréal Canadiens,0,Northeast,Eastern
2012-13,2013-02-02,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-02-03,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-02-07,Montréal Canadiens,0,Northeast,Eastern
2012-13,2013-02-08,Montréal Canadiens,1,Northeast,Eastern
2012-13,2013-02-10,Montréal Canadiens,0,Northeast,Eastern
2012-13,2013-02-13,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-02-15,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-02-17,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-02-19,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-02-20,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-02-22,Montréal Canadiens,1,Northeast,Eastern
2012-13,2013-02-24,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-02-26,Montréal Canadiens,1,Northeast,Eastern
2012-13,2013-02-28,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-03-03,Montréal Canadiens,1,Northeast,Eastern
2012-13,2013-03-04,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-03-06,Montréal Canadiens,0,Northeast,Eastern
2012-13,2013-03-08,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-03-10,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-03-10,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-03-13,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-03-16,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-03-19,Montréal Canadiens,1,Northeast,Eastern
2012-13,2013-03-21,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-03-23,Montréal Canadiens,0,Northeast,Eastern
2012-13,2013-03-26,Montréal Canadiens,0,Northeast,Eastern
2012-13,2013-03-27,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-03-30,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-04-01,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-04-03,Montréal Canadiens,0,Northeast,Eastern
2012-13,2013-04-04,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-04-06,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-04-09,Montréal Canadiens,0,Northeast,Eastern
2012-13,2013-04-11,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-04-13,Montréal Canadiens,0,Northeast,Eastern
2012-13,2013-04-15,Montréal Canadiens,0,Northeast,Eastern
2012-13,2013-04-17,Montréal Canadiens,0,Northeast,Eastern
2012-13,2013-04-18,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-04-20,Montréal Canadiens,0,Northeast,Eastern
2012-13,2013-04-23,Montréal Canadiens,0,Northeast,Eastern
2012-13,2013-04-26,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-04-27,Montréal Canadiens,2,Northeast,Eastern
2012-13,2013-01-20,Nashville Predators,1,Central,Western
2012-13,2013-01-21,Nashville Predators,1,Central,Western
2012-13,2013-01-23,Nashville Predators,2,Central,Western
2012-13,2013-01-25,Nashville Predators,0,Central,Western
2012-13,2013-01-27,Nashville Predators,1,Central,Western
